class index,filepaths,labels,card type,data set
2,augmented/train/jack of hearts/159_rot90_noisy.png,jack of hearts,jack,augmented_train
17,augmented/train/two of spades/141_rot270_noisy.png,two of spades,two,augmented_train
52,augmented/train/queen of clubs/152_rot90_clean.png,queen of clubs,queen,augmented_train
38,augmented/train/six of spades/141_rot180_noisy.png,six of spades,six,augmented_train
6,augmented/train/three of spades/135_rot90_noisy.png,three of spades,three,augmented_train
13,augmented/train/eight of hearts/138_rot90_clean.png,eight of hearts,eight,augmented_train
46,augmented/train/ace of diamonds/122_rot270_noisy.png,ace of diamonds,ace,augmented_train
32,augmented/train/queen of diamonds/149_rot180_noisy.png,queen of diamonds,queen,augmented_train
26,augmented/train/ten of clubs/129_rot270_noisy.png,ten of clubs,ten,augmented_train
33,augmented/train/four of clubs/142_rot270_clean.png,four of clubs,four,augmented_train
33,augmented/train/four of clubs/143_rot180_noisy.png,four of clubs,four,augmented_train
25,augmented/train/four of spades/136_rot180_clean.png,four of spades,four,augmented_train
25,augmented/train/four of spades/135_rot180_clean.png,four of spades,four,augmented_train
40,augmented/train/three of clubs/119_rot180_noisy.png,three of clubs,three,augmented_train
3,augmented/train/jack of spades/160_rot270_clean.png,jack of spades,jack,augmented_train
2,augmented/train/jack of hearts/160_rot90_clean.png,jack of hearts,jack,augmented_train
35,augmented/train/two of hearts/147_rot270_noisy.png,two of hearts,two,augmented_train
41,augmented/train/six of diamonds/133_rot270_clean.png,six of diamonds,six,augmented_train
37,augmented/train/seven of spades/155_rot180_clean.png,seven of spades,seven,augmented_train
27,augmented/train/seven of hearts/132_rot270_clean.png,seven of hearts,seven,augmented_train
27,augmented/train/seven of hearts/133_rot180_noisy.png,seven of hearts,seven,augmented_train
46,augmented/train/ace of diamonds/123_rot180_noisy.png,ace of diamonds,ace,augmented_train
14,augmented/train/ten of diamonds/138_rot90_noisy.png,ten of diamonds,ten,augmented_train
3,augmented/train/jack of spades/161_rot180_clean.png,jack of spades,jack,augmented_train
28,augmented/train/two of diamonds/125_rot180_clean.png,two of diamonds,two,augmented_train
26,augmented/train/ten of clubs/131_rot270_noisy.png,ten of clubs,ten,augmented_train
30,augmented/train/queen of spades/156_rot270_noisy.png,queen of spades,queen,augmented_train
21,augmented/train/joker/108_rot180_noisy.png,joker,joker,augmented_train
26,augmented/train/ten of clubs/130_rot180_noisy.png,ten of clubs,ten,augmented_train
28,augmented/train/two of diamonds/124_rot180_clean.png,two of diamonds,two,augmented_train
37,augmented/train/seven of spades/156_rot180_clean.png,seven of spades,seven,augmented_train
21,augmented/train/joker/109_rot90_noisy.png,joker,joker,augmented_train
14,augmented/train/ten of diamonds/139_rot270_noisy.png,ten of diamonds,ten,augmented_train
49,augmented/train/seven of clubs/099_rot180_noisy.png,seven of clubs,seven,augmented_train
2,augmented/train/jack of hearts/161_rot90_noisy.png,jack of hearts,jack,augmented_train
32,augmented/train/queen of diamonds/150_rot180_clean.png,queen of diamonds,queen,augmented_train
10,augmented/train/ten of spades/147_rot90_noisy.png,ten of spades,ten,augmented_train
38,augmented/train/six of spades/142_rot270_clean.png,six of spades,six,augmented_train
21,augmented/train/joker/110_rot270_clean.png,joker,joker,augmented_train
35,augmented/train/two of hearts/148_rot90_clean.png,two of hearts,two,augmented_train
26,augmented/train/ten of clubs/132_rot180_clean.png,ten of clubs,ten,augmented_train
32,augmented/train/queen of diamonds/151_rot270_noisy.png,queen of diamonds,queen,augmented_train
34,augmented/train/three of hearts/103_rot90_noisy.png,three of hearts,three,augmented_train
8,augmented/train/eight of diamonds/153_rot270_noisy.png,eight of diamonds,eight,augmented_train
50,augmented/train/nine of diamonds/121_rot180_clean.png,nine of diamonds,nine,augmented_train
11,augmented/train/four of diamonds/102_rot180_clean.png,four of diamonds,four,augmented_train
17,augmented/train/two of spades/142_rot270_clean.png,two of spades,two,augmented_train
3,augmented/train/jack of spades/163_rot180_noisy.png,jack of spades,jack,augmented_train
3,augmented/train/jack of spades/162_rot270_clean.png,jack of spades,jack,augmented_train
34,augmented/train/three of hearts/104_rot270_clean.png,three of hearts,three,augmented_train
1,augmented/train/king of clubs/120_rot90_clean.png,king of clubs,king,augmented_train
15,augmented/train/king of spades/144_rot90_clean.png,king of spades,king,augmented_train
29,augmented/train/three of diamonds/143_rot270_clean.png,three of diamonds,three,augmented_train
14,augmented/train/ten of diamonds/140_rot90_clean.png,ten of diamonds,ten,augmented_train
49,augmented/train/seven of clubs/100_rot180_noisy.png,seven of clubs,seven,augmented_train
2,augmented/train/jack of hearts/162_rot270_clean.png,jack of hearts,jack,augmented_train
28,augmented/train/two of diamonds/126_rot180_clean.png,two of diamonds,two,augmented_train
21,augmented/train/joker/111_rot180_noisy.png,joker,joker,augmented_train
36,augmented/train/eight of clubs/131_rot90_noisy.png,eight of clubs,eight,augmented_train
47,augmented/train/five of spades/152_rot90_clean.png,five of spades,five,augmented_train
35,augmented/train/two of hearts/149_rot90_clean.png,two of hearts,two,augmented_train
33,augmented/train/four of clubs/144_rot270_noisy.png,four of clubs,four,augmented_train
5,augmented/train/five of diamonds/130_rot90_noisy.png,five of diamonds,five,augmented_train
42,augmented/train/seven of diamonds/118_rot90_clean.png,seven of diamonds,seven,augmented_train
42,augmented/train/seven of diamonds/117_rot180_noisy.png,seven of diamonds,seven,augmented_train
0,augmented/train/eight of spades/122_rot90_noisy.png,eight of spades,eight,augmented_train
47,augmented/train/five of spades/153_rot180_clean.png,five of spades,five,augmented_train
7,augmented/train/jack of clubs/158_rot270_clean.png,jack of clubs,jack,augmented_train
50,augmented/train/nine of diamonds/122_rot270_clean.png,nine of diamonds,nine,augmented_train
10,augmented/train/ten of spades/148_rot90_clean.png,ten of spades,ten,augmented_train
1,augmented/train/king of clubs/121_rot180_noisy.png,king of clubs,king,augmented_train
10,augmented/train/ten of spades/149_rot90_clean.png,ten of spades,ten,augmented_train
28,augmented/train/two of diamonds/127_rot90_clean.png,two of diamonds,two,augmented_train
49,augmented/train/seven of clubs/101_rot270_noisy.png,seven of clubs,seven,augmented_train
27,augmented/train/seven of hearts/134_rot180_noisy.png,seven of hearts,seven,augmented_train
17,augmented/train/two of spades/143_rot270_noisy.png,two of spades,two,augmented_train
33,augmented/train/four of clubs/145_rot90_clean.png,four of clubs,four,augmented_train
12,augmented/train/five of hearts/130_rot180_noisy.png,five of hearts,five,augmented_train
42,augmented/train/seven of diamonds/119_rot90_noisy.png,seven of diamonds,seven,augmented_train
17,augmented/train/two of spades/144_rot270_noisy.png,two of spades,two,augmented_train
38,augmented/train/six of spades/143_rot180_clean.png,six of spades,six,augmented_train
42,augmented/train/seven of diamonds/120_rot270_clean.png,seven of diamonds,seven,augmented_train
18,augmented/train/nine of spades/145_rot90_clean.png,nine of spades,nine,augmented_train
51,augmented/train/two of clubs/124_rot90_noisy.png,two of clubs,two,augmented_train
6,augmented/train/three of spades/136_rot90_clean.png,three of spades,three,augmented_train
36,augmented/train/eight of clubs/132_rot270_noisy.png,eight of clubs,eight,augmented_train
3,augmented/train/jack of spades/164_rot270_clean.png,jack of spades,jack,augmented_train
28,augmented/train/two of diamonds/128_rot270_noisy.png,two of diamonds,two,augmented_train
42,augmented/train/seven of diamonds/121_rot180_clean.png,seven of diamonds,seven,augmented_train
16,augmented/train/six of hearts/123_rot180_noisy.png,six of hearts,six,augmented_train
33,augmented/train/four of clubs/146_rot270_noisy.png,four of clubs,four,augmented_train
49,augmented/train/seven of clubs/102_rot270_clean.png,seven of clubs,seven,augmented_train
5,augmented/train/five of diamonds/132_rot180_noisy.png,five of diamonds,five,augmented_train
23,augmented/train/jack of diamonds/153_rot180_clean.png,jack of diamonds,jack,augmented_train
43,augmented/train/six of clubs/145_rot90_noisy.png,six of clubs,six,augmented_train
38,augmented/train/six of spades/144_rot270_noisy.png,six of spades,six,augmented_train
23,augmented/train/jack of diamonds/154_rot270_clean.png,jack of diamonds,jack,augmented_train
12,augmented/train/five of hearts/131_rot90_noisy.png,five of hearts,five,augmented_train
5,augmented/train/five of diamonds/131_rot90_noisy.png,five of diamonds,five,augmented_train
16,augmented/train/six of hearts/124_rot270_noisy.png,six of hearts,six,augmented_train
42,augmented/train/seven of diamonds/122_rot270_noisy.png,seven of diamonds,seven,augmented_train
13,augmented/train/eight of hearts/139_rot270_noisy.png,eight of hearts,eight,augmented_train
8,augmented/train/eight of diamonds/154_rot180_clean.png,eight of diamonds,eight,augmented_train
10,augmented/train/ten of spades/150_rot90_noisy.png,ten of spades,ten,augmented_train
7,augmented/train/jack of clubs/159_rot90_clean.png,jack of clubs,jack,augmented_train
17,augmented/train/two of spades/145_rot180_noisy.png,two of spades,two,augmented_train
13,augmented/train/eight of hearts/140_rot270_noisy.png,eight of hearts,eight,augmented_train
33,augmented/train/four of clubs/147_rot90_clean.png,four of clubs,four,augmented_train
8,augmented/train/eight of diamonds/155_rot180_clean.png,eight of diamonds,eight,augmented_train
17,augmented/train/two of spades/146_rot180_clean.png,two of spades,two,augmented_train
17,augmented/train/two of spades/147_rot180_clean.png,two of spades,two,augmented_train
4,augmented/train/ace of spades/172_rot180_clean.png,ace of spades,ace,augmented_train
38,augmented/train/six of spades/145_rot270_clean.png,six of spades,six,augmented_train
32,augmented/train/queen of diamonds/152_rot270_noisy.png,queen of diamonds,queen,augmented_train
3,augmented/train/jack of spades/165_rot180_noisy.png,jack of spades,jack,augmented_train
12,augmented/train/five of hearts/132_rot180_clean.png,five of hearts,five,augmented_train
50,augmented/train/nine of diamonds/123_rot90_noisy.png,nine of diamonds,nine,augmented_train
10,augmented/train/ten of spades/151_rot180_noisy.png,ten of spades,ten,augmented_train
18,augmented/train/nine of spades/146_rot90_noisy.png,nine of spades,nine,augmented_train
43,augmented/train/six of clubs/146_rot90_noisy.png,six of clubs,six,augmented_train
52,augmented/train/queen of clubs/153_rot270_clean.png,queen of clubs,queen,augmented_train
14,augmented/train/ten of diamonds/141_rot270_clean.png,ten of diamonds,ten,augmented_train
17,augmented/train/two of spades/148_rot90_noisy.png,two of spades,two,augmented_train
9,augmented/train/four of hearts/140_rot180_noisy.png,four of hearts,four,augmented_train
26,augmented/train/ten of clubs/133_rot270_clean.png,ten of clubs,ten,augmented_train
47,augmented/train/five of spades/154_rot90_noisy.png,five of spades,five,augmented_train
38,augmented/train/six of spades/146_rot180_clean.png,six of spades,six,augmented_train
29,augmented/train/three of diamonds/144_rot90_clean.png,three of diamonds,three,augmented_train
12,augmented/train/five of hearts/133_rot270_noisy.png,five of hearts,five,augmented_train
20,augmented/train/nine of hearts/131_rot90_clean.png,nine of hearts,nine,augmented_train
7,augmented/train/jack of clubs/161_rot180_noisy.png,jack of clubs,jack,augmented_train
29,augmented/train/three of diamonds/145_rot270_noisy.png,three of diamonds,three,augmented_train
10,augmented/train/ten of spades/152_rot90_noisy.png,ten of spades,ten,augmented_train
7,augmented/train/jack of clubs/160_rot180_noisy.png,jack of clubs,jack,augmented_train
9,augmented/train/four of hearts/141_rot270_clean.png,four of hearts,four,augmented_train
11,augmented/train/four of diamonds/103_rot90_clean.png,four of diamonds,four,augmented_train
37,augmented/train/seven of spades/157_rot270_noisy.png,seven of spades,seven,augmented_train
0,augmented/train/eight of spades/123_rot180_clean.png,eight of spades,eight,augmented_train
50,augmented/train/nine of diamonds/124_rot270_clean.png,nine of diamonds,nine,augmented_train
13,augmented/train/eight of hearts/141_rot270_clean.png,eight of hearts,eight,augmented_train
31,augmented/train/nine of clubs/114_rot90_noisy.png,nine of clubs,nine,augmented_train
34,augmented/train/three of hearts/105_rot90_clean.png,three of hearts,three,augmented_train
11,augmented/train/four of diamonds/104_rot90_noisy.png,four of diamonds,four,augmented_train
14,augmented/train/ten of diamonds/142_rot180_clean.png,ten of diamonds,ten,augmented_train
0,augmented/train/eight of spades/124_rot180_noisy.png,eight of spades,eight,augmented_train
34,augmented/train/three of hearts/106_rot90_noisy.png,three of hearts,three,augmented_train
32,augmented/train/queen of diamonds/153_rot90_noisy.png,queen of diamonds,queen,augmented_train
26,augmented/train/ten of clubs/134_rot90_clean.png,ten of clubs,ten,augmented_train
38,augmented/train/six of spades/147_rot270_noisy.png,six of spades,six,augmented_train
46,augmented/train/ace of diamonds/124_rot270_clean.png,ace of diamonds,ace,augmented_train
23,augmented/train/jack of diamonds/155_rot180_clean.png,jack of diamonds,jack,augmented_train
17,augmented/train/two of spades/149_rot180_clean.png,two of spades,two,augmented_train
0,augmented/train/eight of spades/125_rot270_noisy.png,eight of spades,eight,augmented_train
38,augmented/train/six of spades/148_rot180_clean.png,six of spades,six,augmented_train
40,augmented/train/three of clubs/120_rot180_noisy.png,three of clubs,three,augmented_train
34,augmented/train/three of hearts/107_rot180_noisy.png,three of hearts,three,augmented_train
0,augmented/train/eight of spades/126_rot270_clean.png,eight of spades,eight,augmented_train
33,augmented/train/four of clubs/148_rot180_noisy.png,four of clubs,four,augmented_train
22,augmented/train/king of diamonds/127_rot90_clean.png,king of diamonds,king,augmented_train
44,augmented/train/ten of hearts/126_rot270_noisy.png,ten of hearts,ten,augmented_train
46,augmented/train/ace of diamonds/125_rot180_clean.png,ace of diamonds,ace,augmented_train
7,augmented/train/jack of clubs/162_rot90_noisy.png,jack of clubs,jack,augmented_train
28,augmented/train/two of diamonds/129_rot90_clean.png,two of diamonds,two,augmented_train
10,augmented/train/ten of spades/153_rot90_clean.png,ten of spades,ten,augmented_train
37,augmented/train/seven of spades/158_rot90_noisy.png,seven of spades,seven,augmented_train
36,augmented/train/eight of clubs/133_rot270_noisy.png,eight of clubs,eight,augmented_train
43,augmented/train/six of clubs/148_rot90_clean.png,six of clubs,six,augmented_train
43,augmented/train/six of clubs/147_rot90_noisy.png,six of clubs,six,augmented_train
33,augmented/train/four of clubs/149_rot270_noisy.png,four of clubs,four,augmented_train
10,augmented/train/ten of spades/154_rot270_clean.png,ten of spades,ten,augmented_train
32,augmented/train/queen of diamonds/155_rot90_noisy.png,queen of diamonds,queen,augmented_train
32,augmented/train/queen of diamonds/154_rot90_noisy.png,queen of diamonds,queen,augmented_train
13,augmented/train/eight of hearts/142_rot180_noisy.png,eight of hearts,eight,augmented_train
32,augmented/train/queen of diamonds/156_rot180_clean.png,queen of diamonds,queen,augmented_train
11,augmented/train/four of diamonds/105_rot270_clean.png,four of diamonds,four,augmented_train
34,augmented/train/three of hearts/108_rot270_noisy.png,three of hearts,three,augmented_train
21,augmented/train/joker/112_rot180_clean.png,joker,joker,augmented_train
49,augmented/train/seven of clubs/103_rot180_clean.png,seven of clubs,seven,augmented_train
3,augmented/train/jack of spades/166_rot180_clean.png,jack of spades,jack,augmented_train
32,augmented/train/queen of diamonds/157_rot180_noisy.png,queen of diamonds,queen,augmented_train
26,augmented/train/ten of clubs/135_rot180_clean.png,ten of clubs,ten,augmented_train
7,augmented/train/jack of clubs/163_rot180_noisy.png,jack of clubs,jack,augmented_train
13,augmented/train/eight of hearts/143_rot180_noisy.png,eight of hearts,eight,augmented_train
0,augmented/train/eight of spades/127_rot270_noisy.png,eight of spades,eight,augmented_train
9,augmented/train/four of hearts/143_rot180_clean.png,four of hearts,four,augmented_train
29,augmented/train/three of diamonds/146_rot90_clean.png,three of diamonds,three,augmented_train
11,augmented/train/four of diamonds/106_rot90_noisy.png,four of diamonds,four,augmented_train
9,augmented/train/four of hearts/142_rot90_noisy.png,four of hearts,four,augmented_train
32,augmented/train/queen of diamonds/158_rot270_clean.png,queen of diamonds,queen,augmented_train
3,augmented/train/jack of spades/167_rot90_noisy.png,jack of spades,jack,augmented_train
1,augmented/train/king of clubs/122_rot90_clean.png,king of clubs,king,augmented_train
14,augmented/train/ten of diamonds/143_rot90_noisy.png,ten of diamonds,ten,augmented_train
45,augmented/train/king of hearts/117_rot180_noisy.png,king of hearts,king,augmented_train
29,augmented/train/three of diamonds/147_rot180_noisy.png,three of diamonds,three,augmented_train
7,augmented/train/jack of clubs/164_rot180_noisy.png,jack of clubs,jack,augmented_train
49,augmented/train/seven of clubs/104_rot270_noisy.png,seven of clubs,seven,augmented_train
11,augmented/train/four of diamonds/107_rot180_clean.png,four of diamonds,four,augmented_train
27,augmented/train/seven of hearts/135_rot90_clean.png,seven of hearts,seven,augmented_train
7,augmented/train/jack of clubs/165_rot270_clean.png,jack of clubs,jack,augmented_train
11,augmented/train/four of diamonds/109_rot270_noisy.png,four of diamonds,four,augmented_train
11,augmented/train/four of diamonds/108_rot270_clean.png,four of diamonds,four,augmented_train
5,augmented/train/five of diamonds/133_rot90_clean.png,five of diamonds,five,augmented_train
34,augmented/train/three of hearts/109_rot90_noisy.png,three of hearts,three,augmented_train
1,augmented/train/king of clubs/123_rot180_noisy.png,king of clubs,king,augmented_train
35,augmented/train/two of hearts/150_rot180_noisy.png,two of hearts,two,augmented_train
15,augmented/train/king of spades/145_rot90_clean.png,king of spades,king,augmented_train
4,augmented/train/ace of spades/173_rot90_noisy.png,ace of spades,ace,augmented_train
48,augmented/train/ace of clubs/113_rot270_noisy.png,ace of clubs,ace,augmented_train
16,augmented/train/six of hearts/125_rot270_clean.png,six of hearts,six,augmented_train
2,augmented/train/jack of hearts/163_rot270_noisy.png,jack of hearts,jack,augmented_train
18,augmented/train/nine of spades/147_rot270_clean.png,nine of spades,nine,augmented_train
47,augmented/train/five of spades/155_rot90_noisy.png,five of spades,five,augmented_train
0,augmented/train/eight of spades/128_rot270_clean.png,eight of spades,eight,augmented_train
4,augmented/train/ace of spades/174_rot270_clean.png,ace of spades,ace,augmented_train
19,augmented/train/ace of hearts/166_rot270_noisy.png,ace of hearts,ace,augmented_train
50,augmented/train/nine of diamonds/125_rot90_noisy.png,nine of diamonds,nine,augmented_train
28,augmented/train/two of diamonds/130_rot90_noisy.png,two of diamonds,two,augmented_train
30,augmented/train/queen of spades/157_rot270_clean.png,queen of spades,queen,augmented_train
48,augmented/train/ace of clubs/114_rot270_clean.png,ace of clubs,ace,augmented_train
33,augmented/train/four of clubs/150_rot270_clean.png,four of clubs,four,augmented_train
18,augmented/train/nine of spades/148_rot90_noisy.png,nine of spades,nine,augmented_train
17,augmented/train/two of spades/150_rot270_noisy.png,two of spades,two,augmented_train
38,augmented/train/six of spades/149_rot270_clean.png,six of spades,six,augmented_train
0,augmented/train/eight of spades/129_rot90_clean.png,eight of spades,eight,augmented_train
16,augmented/train/six of hearts/126_rot270_noisy.png,six of hearts,six,augmented_train
0,augmented/train/eight of spades/130_rot90_noisy.png,eight of spades,eight,augmented_train
40,augmented/train/three of clubs/121_rot270_noisy.png,three of clubs,three,augmented_train
48,augmented/train/ace of clubs/115_rot180_noisy.png,ace of clubs,ace,augmented_train
40,augmented/train/three of clubs/122_rot180_clean.png,three of clubs,three,augmented_train
14,augmented/train/ten of diamonds/144_rot180_noisy.png,ten of diamonds,ten,augmented_train
41,augmented/train/six of diamonds/134_rot180_clean.png,six of diamonds,six,augmented_train
3,augmented/train/jack of spades/168_rot90_clean.png,jack of spades,jack,augmented_train
50,augmented/train/nine of diamonds/126_rot90_noisy.png,nine of diamonds,nine,augmented_train
8,augmented/train/eight of diamonds/156_rot270_noisy.png,eight of diamonds,eight,augmented_train
21,augmented/train/joker/113_rot90_noisy.png,joker,joker,augmented_train
37,augmented/train/seven of spades/159_rot90_noisy.png,seven of spades,seven,augmented_train
50,augmented/train/nine of diamonds/127_rot90_noisy.png,nine of diamonds,nine,augmented_train
17,augmented/train/two of spades/151_rot180_noisy.png,two of spades,two,augmented_train
26,augmented/train/ten of clubs/136_rot270_clean.png,ten of clubs,ten,augmented_train
22,augmented/train/king of diamonds/129_rot180_noisy.png,king of diamonds,king,augmented_train
9,augmented/train/four of hearts/144_rot180_noisy.png,four of hearts,four,augmented_train
1,augmented/train/king of clubs/124_rot270_clean.png,king of clubs,king,augmented_train
45,augmented/train/king of hearts/118_rot180_clean.png,king of hearts,king,augmented_train
22,augmented/train/king of diamonds/128_rot270_noisy.png,king of diamonds,king,augmented_train
45,augmented/train/king of hearts/119_rot180_clean.png,king of hearts,king,augmented_train
12,augmented/train/five of hearts/134_rot90_noisy.png,five of hearts,five,augmented_train
13,augmented/train/eight of hearts/144_rot180_clean.png,eight of hearts,eight,augmented_train
13,augmented/train/eight of hearts/145_rot270_clean.png,eight of hearts,eight,augmented_train
23,augmented/train/jack of diamonds/156_rot180_noisy.png,jack of diamonds,jack,augmented_train
29,augmented/train/three of diamonds/148_rot270_clean.png,three of diamonds,three,augmented_train
19,augmented/train/ace of hearts/167_rot90_noisy.png,ace of hearts,ace,augmented_train
0,augmented/train/eight of spades/131_rot90_clean.png,eight of spades,eight,augmented_train
31,augmented/train/nine of clubs/115_rot180_clean.png,nine of clubs,nine,augmented_train
23,augmented/train/jack of diamonds/157_rot180_clean.png,jack of diamonds,jack,augmented_train
22,augmented/train/king of diamonds/130_rot180_clean.png,king of diamonds,king,augmented_train
7,augmented/train/jack of clubs/166_rot90_clean.png,jack of clubs,jack,augmented_train
24,augmented/train/queen of hearts/133_rot180_clean.png,queen of hearts,queen,augmented_train
2,augmented/train/jack of hearts/164_rot90_clean.png,jack of hearts,jack,augmented_train
33,augmented/train/four of clubs/151_rot270_noisy.png,four of clubs,four,augmented_train
7,augmented/train/jack of clubs/167_rot180_clean.png,jack of clubs,jack,augmented_train
10,augmented/train/ten of spades/155_rot270_clean.png,ten of spades,ten,augmented_train
27,augmented/train/seven of hearts/136_rot90_clean.png,seven of hearts,seven,augmented_train
52,augmented/train/queen of clubs/154_rot90_noisy.png,queen of clubs,queen,augmented_train
27,augmented/train/seven of hearts/137_rot90_noisy.png,seven of hearts,seven,augmented_train
49,augmented/train/seven of clubs/105_rot180_clean.png,seven of clubs,seven,augmented_train
35,augmented/train/two of hearts/151_rot270_clean.png,two of hearts,two,augmented_train
29,augmented/train/three of diamonds/149_rot270_clean.png,three of diamonds,three,augmented_train
11,augmented/train/four of diamonds/110_rot270_clean.png,four of diamonds,four,augmented_train
13,augmented/train/eight of hearts/146_rot180_noisy.png,eight of hearts,eight,augmented_train
21,augmented/train/joker/114_rot90_clean.png,joker,joker,augmented_train
15,augmented/train/king of spades/146_rot270_clean.png,king of spades,king,augmented_train
32,augmented/train/queen of diamonds/159_rot180_noisy.png,queen of diamonds,queen,augmented_train
13,augmented/train/eight of hearts/147_rot180_noisy.png,eight of hearts,eight,augmented_train
23,augmented/train/jack of diamonds/158_rot90_clean.png,jack of diamonds,jack,augmented_train
40,augmented/train/three of clubs/123_rot270_clean.png,three of clubs,three,augmented_train
0,augmented/train/eight of spades/132_rot90_noisy.png,eight of spades,eight,augmented_train
9,augmented/train/four of hearts/145_rot180_clean.png,four of hearts,four,augmented_train
27,augmented/train/seven of hearts/138_rot180_noisy.png,seven of hearts,seven,augmented_train
4,augmented/train/ace of spades/175_rot270_noisy.png,ace of spades,ace,augmented_train
27,augmented/train/seven of hearts/139_rot270_noisy.png,seven of hearts,seven,augmented_train
17,augmented/train/two of spades/152_rot180_clean.png,two of spades,two,augmented_train
48,augmented/train/ace of clubs/116_rot270_clean.png,ace of clubs,ace,augmented_train
44,augmented/train/ten of hearts/127_rot270_clean.png,ten of hearts,ten,augmented_train
7,augmented/train/jack of clubs/168_rot90_noisy.png,jack of clubs,jack,augmented_train
49,augmented/train/seven of clubs/106_rot270_noisy.png,seven of clubs,seven,augmented_train
22,augmented/train/king of diamonds/131_rot90_clean.png,king of diamonds,king,augmented_train
38,augmented/train/six of spades/150_rot90_noisy.png,six of spades,six,augmented_train
9,augmented/train/four of hearts/146_rot90_noisy.png,four of hearts,four,augmented_train
6,augmented/train/three of spades/137_rot90_noisy.png,three of spades,three,augmented_train
51,augmented/train/two of clubs/125_rot180_clean.png,two of clubs,two,augmented_train
13,augmented/train/eight of hearts/148_rot90_clean.png,eight of hearts,eight,augmented_train
38,augmented/train/six of spades/151_rot180_noisy.png,six of spades,six,augmented_train
18,augmented/train/nine of spades/149_rot90_noisy.png,nine of spades,nine,augmented_train
7,augmented/train/jack of clubs/169_rot90_noisy.png,jack of clubs,jack,augmented_train
34,augmented/train/three of hearts/110_rot270_noisy.png,three of hearts,three,augmented_train
31,augmented/train/nine of clubs/116_rot270_noisy.png,nine of clubs,nine,augmented_train
33,augmented/train/four of clubs/152_rot180_noisy.png,four of clubs,four,augmented_train
10,augmented/train/ten of spades/156_rot90_clean.png,ten of spades,ten,augmented_train
11,augmented/train/four of diamonds/111_rot270_clean.png,four of diamonds,four,augmented_train
33,augmented/train/four of clubs/153_rot90_noisy.png,four of clubs,four,augmented_train
51,augmented/train/two of clubs/126_rot270_noisy.png,two of clubs,two,augmented_train
19,augmented/train/ace of hearts/168_rot180_noisy.png,ace of hearts,ace,augmented_train
1,augmented/train/king of clubs/125_rot90_noisy.png,king of clubs,king,augmented_train
3,augmented/train/jack of spades/169_rot270_clean.png,jack of spades,jack,augmented_train
43,augmented/train/six of clubs/149_rot180_clean.png,six of clubs,six,augmented_train
1,augmented/train/king of clubs/126_rot90_clean.png,king of clubs,king,augmented_train
4,augmented/train/ace of spades/176_rot270_noisy.png,ace of spades,ace,augmented_train
15,augmented/train/king of spades/147_rot270_noisy.png,king of spades,king,augmented_train
4,augmented/train/ace of spades/177_rot270_clean.png,ace of spades,ace,augmented_train
25,augmented/train/four of spades/137_rot90_clean.png,four of spades,four,augmented_train
13,augmented/train/eight of hearts/149_rot90_clean.png,eight of hearts,eight,augmented_train
14,augmented/train/ten of diamonds/145_rot90_clean.png,ten of diamonds,ten,augmented_train
18,augmented/train/nine of spades/150_rot270_noisy.png,nine of spades,nine,augmented_train
9,augmented/train/four of hearts/147_rot90_clean.png,four of hearts,four,augmented_train
19,augmented/train/ace of hearts/169_rot180_clean.png,ace of hearts,ace,augmented_train
24,augmented/train/queen of hearts/134_rot180_clean.png,queen of hearts,queen,augmented_train
3,augmented/train/jack of spades/170_rot270_clean.png,jack of spades,jack,augmented_train
50,augmented/train/nine of diamonds/128_rot90_clean.png,nine of diamonds,nine,augmented_train
22,augmented/train/king of diamonds/132_rot270_clean.png,king of diamonds,king,augmented_train
23,augmented/train/jack of diamonds/159_rot270_clean.png,jack of diamonds,jack,augmented_train
7,augmented/train/jack of clubs/170_rot180_clean.png,jack of clubs,jack,augmented_train
41,augmented/train/six of diamonds/135_rot180_noisy.png,six of diamonds,six,augmented_train
37,augmented/train/seven of spades/160_rot90_noisy.png,seven of spades,seven,augmented_train
41,augmented/train/six of diamonds/136_rot180_clean.png,six of diamonds,six,augmented_train
9,augmented/train/four of hearts/148_rot90_clean.png,four of hearts,four,augmented_train
25,augmented/train/four of spades/138_rot90_clean.png,four of spades,four,augmented_train
51,augmented/train/two of clubs/127_rot180_clean.png,two of clubs,two,augmented_train
14,augmented/train/ten of diamonds/146_rot180_noisy.png,ten of diamonds,ten,augmented_train
47,augmented/train/five of spades/156_rot270_noisy.png,five of spades,five,augmented_train
37,augmented/train/seven of spades/161_rot90_noisy.png,seven of spades,seven,augmented_train
5,augmented/train/five of diamonds/134_rot90_clean.png,five of diamonds,five,augmented_train
9,augmented/train/four of hearts/149_rot90_clean.png,four of hearts,four,augmented_train
38,augmented/train/six of spades/152_rot270_clean.png,six of spades,six,augmented_train
33,augmented/train/four of clubs/154_rot180_clean.png,four of clubs,four,augmented_train
34,augmented/train/three of hearts/111_rot180_clean.png,three of hearts,three,augmented_train
37,augmented/train/seven of spades/162_rot180_clean.png,seven of spades,seven,augmented_train
11,augmented/train/four of diamonds/112_rot270_noisy.png,four of diamonds,four,augmented_train
7,augmented/train/jack of clubs/171_rot90_noisy.png,jack of clubs,jack,augmented_train
26,augmented/train/ten of clubs/137_rot90_noisy.png,ten of clubs,ten,augmented_train
19,augmented/train/ace of hearts/170_rot270_noisy.png,ace of hearts,ace,augmented_train
18,augmented/train/nine of spades/151_rot90_clean.png,nine of spades,nine,augmented_train
